customer_id,month,active_users,sessions,feature_adoption_score,api_calls
265,2026-01-01,4,78,0.62,483
265,2026-02-01,7,69,0.41,328
265,2026-03-01,5,68,0.57,396
265,2026-04-01,3,62,0.47,142
265,2026-05-01,4,57,0.58,310
265,2026-06-01,3,53,0.63,216
265,2026-07-01,7,46,0.54,169
266,2026-05-01,3,34,0.54,212
266,2026-06-01,1,23,0.67,101
266,2026-07-01,2,27,0.56,193
267,2025-12-01,9,59,0.64,171
267,2026-01-01,7,64,0.51,346
267,2026-02-01,7,67,0.65,483
267,2026-03-01,8,73,0.61,484
267,2026-04-01,6,44,0.33,321
267,2026-05-01,10,59,0.61,182
267,2026-06-01,5,52,0.89,193
267,2026-07-01,9,68,0.64,543
268,2024-08-01,4,77,0.8,450
268,2024-09-01,2,70,0.42,307
268,2024-10-01,3,70,0.61,204
268,2024-11-01,4,60,0.7,313
268,2024-12-01,3,53,0.66,199
268,2025-01-01,2,44,0.69,325
268,2025-02-01,3,49,0.39,136
268,2025-03-01,3,78,0.66,238
268,2025-04-01,3,40,0.75,98
268,2025-05-01,3,65,0.48,394
268,2025-06-01,3,47,0.89,320
268,2025-07-01,4,45,0.46,104
268,2025-08-01,1,48,0.69,380
268,2025-09-01,4,67,0.65,532
268,2025-10-01,3,44,0.34,197
268,2025-11-01,3,56,0.81,115
268,2025-12-01,4,75,0.38,516
268,2026-01-01,4,51,0.82,252
268,2026-02-01,4,43,0.65,189
268,2026-03-01,2,66,0.58,375
268,2026-04-01,3,60,0.46,410
268,2026-05-01,1,45,0.79,111
268,2026-06-01,3,40,0.48,318
268,2026-07-01,2,58,0.51,335
269,2025-04-01,80,309,0.55,1521
269,2025-05-01,107,303,0.83,2259
269,2025-06-01,74,314,0.49,1732
269,2025-07-01,84,323,0.41,1869
269,2025-08-01,162,291,0.63,1382
269,2025-09-01,134,303,0.45,2204
269,2025-10-01,146,321,0.46,2517
269,2025-11-01,92,294,0.59,1737
269,2025-12-01,85,319,0.53,1621
269,2026-01-01,103,325,0.65,1074
269,2026-02-01,162,306,0.51,1283
269,2026-03-01,138,329,0.53,2473
269,2026-04-01,81,300,0.59,696
269,2026-05-01,80,311,0.63,1351
269,2026-06-01,167,291,0.39,2081
269,2026-07-01,61,297,0.84,2158
270,2024-11-01,130,305,0.81,2425
270,2024-12-01,137,311,0.59,1628
270,2025-01-01,126,303,0.62,1345
270,2025-02-01,69,312,0.48,2107
270,2025-03-01,61,323,0.53,1224
270,2025-04-01,95,324,0.45,1574
270,2025-05-01,81,299,0.84,1910
270,2025-06-01,72,324,0.54,951
270,2025-07-01,83,329,0.59,2252
270,2025-08-01,149,320,0.69,2128
270,2025-09-01,133,312,0.56,1287
270,2025-10-01,151,317,0.45,1926
270,2025-11-01,93,311,0.65,1803
270,2025-12-01,114,299,0.82,2180
270,2026-01-01,87,323,0.72,1416
270,2026-02-01,97,314,0.43,945
270,2026-03-01,83,296,0.96,1021
270,2026-04-01,63,310,0.52,2124
270,2026-05-01,145,321,0.42,747
270,2026-06-01,111,324,0.42,2168
270,2026-07-01,58,312,0.82,1540
271,2025-10-01,1,19,0.68,41
271,2025-11-01,1,10,0.25,66
271,2025-12-01,1,29,0.65,122
271,2026-01-01,1,14,0.73,91
271,2026-02-01,1,28,0.82,127
271,2026-03-01,1,11,0.32,61
271,2026-04-01,1,45,0.73,293
271,2026-05-01,1,32,0.56,86
271,2026-06-01,1,12,0.31,62
271,2026-07-01,1,32,0.46,141
272,2026-05-01,59,317,0.62,756
272,2026-06-01,79,328,0.53,1545
272,2026-07-01,94,328,0.56,2229
273,2024-08-01,19,133,0.41,790
273,2024-09-01,32,134,0.56,271
273,2024-10-01,39,114,0.55,250
273,2024-11-01,28,125,0.75,772
273,2024-12-01,24,134,0.73,420
273,2025-01-01,43,141,0.43,681
273,2025-02-01,27,132,0.86,1030
273,2025-03-01,47,114,0.41,681
273,2025-04-01,34,112,0.65,240
273,2025-05-01,45,139,0.75,553
273,2025-06-01,32,134,0.61,484
273,2025-07-01,25,128,0.87,735
273,2025-08-01,37,145,0.72,899
273,2025-09-01,47,129,0.88,828
273,2025-10-01,34,133,0.55,969
273,2025-11-01,48,121,0.56,928
273,2025-12-01,47,129,0.51,372
273,2026-01-01,32,119,0.64,726
273,2026-02-01,19,114,0.39,838
273,2026-03-01,23,144,0.63,924
273,2026-04-01,38,130,0.66,766
273,2026-05-01,48,110,0.49,692
273,2026-06-01,18,118,0.85,834
273,2026-07-01,46,142,0.6,603
274,2026-02-01,2,40,0.7,298
274,2026-03-01,1,40,0.39,169
274,2026-04-01,2,46,0.51,250
274,2026-05-01,2,22,0.59,108
274,2026-06-01,1,33,0.65,69
274,2026-07-01,1,49,0.82,130
275,2026-06-01,3,49,0.38,154
275,2026-07-01,4,38,0.59,259
276,2024-08-01,1,48,0.73,304
276,2024-09-01,1,49,0.36,151
276,2024-10-01,1,34,0.79,192
276,2024-11-01,1,14,0.18,62
276,2024-12-01,1,10,0.57,28
276,2025-01-01,1,49,0.56,188
276,2025-02-01,1,13,0.71,64
276,2025-03-01,1,38,0.45,107
276,2025-04-01,1,39,0.77,287
276,2025-05-01,1,32,0.65,145
276,2025-06-01,1,30,0.7,206
276,2025-07-01,1,14,0.65,109
276,2025-08-01,1,13,0.62,37
276,2025-09-01,1,45,0.32,310
276,2025-10-01,1,18,0.87,107
276,2025-11-01,1,47,0.62,262
276,2025-12-01,1,30,0.6,196
276,2026-01-01,1,37,0.82,124
276,2026-02-01,1,49,0.43,283
276,2026-03-01,1,22,0.58,130
276,2026-04-01,1,34,0.45,235
276,2026-05-01,1,38,0.82,140
276,2026-06-01,1,45,0.64,244
276,2026-07-01,1,22,0.46,120
277,2025-11-01,1,30,0.54,97
277,2025-12-01,1,22,0.7,74
277,2026-01-01,1,31,0.7,66
277,2026-02-01,1,42,0.45,125
277,2026-03-01,1,22,0.76,175
277,2026-04-01,1,38,0.75,98
277,2026-05-01,1,21,0.41,68
277,2026-06-01,1,18,0.72,65
277,2026-07-01,1,31,0.68,119
278,2024-08-01,38,118,0.62,536
278,2024-09-01,45,140,0.6,740
278,2024-10-01,33,120,0.59,364
278,2024-11-01,35,115,0.61,769
278,2024-12-01,33,125,0.44,804
278,2025-01-01,46,119,0.72,426
278,2025-02-01,43,111,0.51,870
278,2025-03-01,22,131,0.61,293
278,2025-04-01,30,114,0.5,798
278,2025-05-01,18,139,0.27,835
278,2025-06-01,20,116,0.71,362
278,2025-07-01,43,136,0.8,614
278,2025-08-01,32,134,0.61,862
278,2025-09-01,27,143,0.75,1023
278,2025-10-01,29,117,0.52,690
278,2025-11-01,37,130,0.81,385
278,2025-12-01,26,147,0.48,470
278,2026-01-01,25,133,0.49,743
278,2026-02-01,19,143,0.76,715
278,2026-03-01,29,147,0.7,636
278,2026-04-01,40,120,0.52,631
278,2026-05-01,30,133,0.41,912
278,2026-06-01,31,118,0.67,787
278,2026-07-01,24,131,0.69,472
279,2026-04-01,4,65,0.53,397
279,2026-05-01,5,67,0.3,336
279,2026-06-01,7,52,0.59,388
279,2026-07-01,4,52,0.91,339
280,2024-08-01,50,320,0.67,2003
280,2024-09-01,90,292,0.75,2039
280,2024-10-01,74,315,0.55,1607
280,2024-11-01,88,327,0.6,1702
280,2024-12-01,76,315,0.55,2021
280,2025-01-01,86,307,0.6,1602
280,2025-02-01,35,305,0.77,1651
280,2025-03-01,78,329,0.43,1786
280,2025-04-01,34,305,0.63,1797
280,2025-05-01,81,302,0.77,1230
280,2025-06-01,88,291,0.68,1819
280,2025-07-01,76,327,0.53,2040
280,2025-08-01,83,329,0.66,2453
280,2025-09-01,52,310,0.57,1317
280,2025-10-01,50,298,0.52,1560
280,2025-11-01,52,328,0.67,822
280,2025-12-01,57,290,0.54,847
280,2026-01-01,71,319,0.82,2390
280,2026-02-01,84,300,0.3,2213
280,2026-03-01,39,323,0.61,1729
280,2026-04-01,78,294,0.56,2264
280,2026-05-01,70,297,0.62,1429
280,2026-06-01,72,299,0.55,2328
280,2026-07-01,52,308,0.75,2113
281,2026-01-01,6,57,0.49,373
281,2026-02-01,4,50,0.54,290
281,2026-03-01,5,43,0.85,153
281,2026-04-01,4,69,0.89,331
281,2026-05-01,6,46,0.65,240
281,2026-06-01,5,41,0.68,155
281,2026-07-01,2,63,0.42,202
282,2024-12-01,1,19,0.73,150
282,2025-01-01,1,23,0.59,73
282,2025-02-01,1,38,0.67,168
282,2025-03-01,1,18,0.64,53
282,2025-04-01,1,22,0.59,110
282,2025-05-01,1,13,0.82,56
282,2025-06-01,1,37,0.48,238
282,2025-07-01,1,42,0.69,162
282,2025-08-01,1,28,0.59,88
282,2025-09-01,1,12,0.3,75
282,2025-10-01,1,21,0.52,166
282,2025-11-01,1,23,0.57,121
282,2025-12-01,1,43,0.65,328
282,2026-01-01,1,15,0.11,62
282,2026-02-01,1,42,0.92,150
282,2026-03-01,1,40,0.64,257
282,2026-04-01,1,29,0.67,211
282,2026-05-01,1,22,0.74,113
282,2026-06-01,1,33,0.57,93
282,2026-07-01,1,31,1.0,179
283,2024-08-01,1,22,0.61,86
283,2024-09-01,1,43,0.53,209
283,2024-10-01,2,49,0.62,317
283,2024-11-01,1,46,0.5,311
283,2024-12-01,1,12,0.41,30
283,2025-01-01,1,44,0.54,242
283,2025-02-01,1,13,0.47,64
283,2025-03-01,2,33,0.72,107
283,2025-04-01,1,46,0.61,305
283,2025-05-01,2,45,0.41,254
283,2025-06-01,1,39,0.52,191
283,2025-07-01,2,21,0.57,164
283,2025-08-01,1,24,0.56,170
283,2025-09-01,2,47,0.45,249
283,2025-10-01,2,12,0.76,61
283,2025-11-01,2,40,0.65,197
283,2025-12-01,2,27,0.66,133
283,2026-01-01,1,49,0.66,196
283,2026-02-01,2,22,0.48,146
283,2026-03-01,1,24,0.56,106
283,2026-04-01,1,48,0.61,367
283,2026-05-01,1,29,0.61,115
283,2026-06-01,2,19,0.54,149
283,2026-07-01,2,28,0.55,167
284,2024-08-01,1,26,0.7,70
284,2024-09-01,1,48,0.75,146
284,2024-10-01,1,39,0.69,144
284,2024-11-01,1,38,0.74,286
284,2024-12-01,1,44,0.47,224
284,2025-01-01,1,16,0.54,56
284,2025-02-01,1,11,0.73,51
284,2025-03-01,1,39,0.58,168
284,2025-04-01,1,16,0.61,117
284,2025-05-01,1,40,0.68,312
284,2025-06-01,1,46,0.73,288
284,2025-07-01,1,46,0.4,301
284,2025-08-01,1,49,0.42,386
284,2025-09-01,1,28,0.58,140
284,2025-10-01,1,48,0.57,275
284,2025-11-01,1,27,0.75,127
284,2025-12-01,1,25,0.6,166
284,2026-01-01,1,43,0.78,342
284,2026-02-01,1,30,0.41,224
284,2026-03-01,1,39,0.68,89
284,2026-04-01,1,10,0.5,56
284,2026-05-01,1,45,0.5,164
284,2026-06-01,1,31,0.5,199
284,2026-07-01,1,22,0.72,147
285,2024-08-01,2,34,0.55,76
285,2024-09-01,2,26,0.8,168
285,2024-10-01,2,13,0.67,32
285,2024-11-01,1,36,0.7,249
285,2024-12-01,1,48,0.69,192
285,2025-01-01,2,20,0.65,57
285,2025-02-01,1,42,0.72,122
285,2025-03-01,1,45,0.71,351
285,2025-04-01,1,29,0.73,178
285,2025-05-01,1,27,0.47,158
285,2025-06-01,1,20,0.46,90
285,2025-07-01,2,13,0.67,100
285,2025-08-01,2,16,0.78,116
285,2025-09-01,1,45,0.55,118
285,2025-10-01,1,10,0.53,46
285,2025-11-01,2,13,0.82,90
285,2025-12-01,1,26,0.73,100
285,2026-01-01,2,12,0.78,42
285,2026-02-01,1,16,0.42,55
285,2026-03-01,2,20,0.62,117
285,2026-04-01,2,22,0.75,173
285,2026-05-01,1,29,0.73,100
285,2026-06-01,1,13,0.78,87
285,2026-07-01,2,46,0.52,203
286,2026-01-01,5,41,0.61,265
286,2026-02-01,9,63,0.55,193
286,2026-03-01,4,79,0.61,322
286,2026-04-01,10,72,0.31,213
286,2026-05-01,12,73,0.58,276
286,2026-06-01,9,71,0.56,231
286,2026-07-01,10,79,0.71,323
287,2024-08-01,92,311,0.55,1551
287,2024-09-01,135,290,0.32,1745
287,2024-10-01,168,323,0.59,1336
287,2024-11-01,221,307,0.45,1499
287,2024-12-01,96,314,0.51,1439
287,2025-01-01,233,290,0.71,1700
287,2025-02-01,162,326,0.46,1504
287,2025-03-01,218,312,0.62,1699
287,2025-04-01,85,298,0.49,1918
287,2025-05-01,99,328,0.41,2263
287,2025-06-01,142,318,0.6,1988
287,2025-07-01,218,296,0.72,1946
287,2025-08-01,83,308,0.89,791
287,2025-09-01,157,317,0.52,2391
287,2025-10-01,177,325,0.45,1115
287,2025-11-01,98,295,0.66,2175
287,2025-12-01,118,317,0.58,2182
287,2026-01-01,210,299,0.73,1740
287,2026-02-01,187,300,0.49,1009
287,2026-03-01,81,326,0.76,1066
287,2026-04-01,138,310,0.64,1123
287,2026-05-01,215,321,0.51,1882
287,2026-06-01,78,327,0.63,895
287,2026-07-01,181,326,0.64,1927
288,2025-06-01,25,143,0.59,358
288,2025-07-01,17,146,0.44,1036
288,2025-08-01,23,132,0.68,935
288,2025-09-01,15,123,0.77,397
288,2025-10-01,10,144,0.58,1034
288,2025-11-01,20,113,0.62,317
288,2025-12-01,21,136,0.48,335
288,2026-01-01,25,114,0.82,271
288,2026-02-01,12,136,0.45,357
288,2026-03-01,18,113,0.57,859
288,2026-04-01,20,141,0.68,391
288,2026-05-01,20,113,0.41,866
288,2026-06-01,24,125,0.41,550
288,2026-07-01,21,113,0.42,472
289,2025-09-01,19,142,0.45,437
289,2025-10-01,50,141,0.78,796
289,2025-11-01,34,121,0.35,349
289,2025-12-01,55,138,0.47,1057
289,2026-01-01,44,110,0.63,776
289,2026-02-01,20,117,0.71,366
289,2026-03-01,26,126,0.46,378
289,2026-04-01,44,111,0.57,283
289,2026-05-01,35,125,0.68,330
289,2026-06-01,51,121,0.63,609
289,2026-07-01,56,141,0.25,1059
290,2026-05-01,1,47,0.48,317
290,2026-06-01,1,10,0.54,33
290,2026-07-01,1,30,0.65,114
291,2025-07-01,12,47,0.65,354
291,2025-08-01,12,51,0.49,206
291,2025-09-01,9,50,0.59,169
291,2025-10-01,12,78,0.66,390
291,2025-11-01,10,52,0.63,203
291,2025-12-01,8,65,0.79,200
291,2026-01-01,6,77,0.68,541
291,2026-02-01,15,76,0.74,220
291,2026-03-01,16,46,0.45,268
291,2026-04-01,10,68,0.48,520
291,2026-05-01,12,48,0.69,132
291,2026-06-01,11,72,0.88,549
291,2026-07-01,12,50,0.45,309
292,2025-06-01,63,132,0.78,474
292,2025-07-01,24,124,0.65,300
292,2025-08-01,46,120,0.5,328
292,2025-09-01,27,148,0.71,863
292,2025-10-01,24,127,0.52,857
292,2025-11-01,33,123,0.74,584
292,2025-12-01,24,145,0.75,911
292,2026-01-01,42,117,0.56,517
292,2026-02-01,62,129,0.73,860
292,2026-03-01,22,143,0.53,735
292,2026-04-01,65,132,0.88,692
292,2026-05-01,50,122,0.3,344
292,2026-06-01,45,122,0.75,368
292,2026-07-01,36,113,0.83,872
293,2026-02-01,84,328,0.54,1740
293,2026-03-01,81,308,0.71,1077
293,2026-04-01,158,316,0.79,1269
293,2026-05-01,145,305,0.53,1276
293,2026-06-01,223,295,0.58,1113
293,2026-07-01,139,326,0.82,2048
294,2026-03-01,11,41,0.68,89
294,2026-04-01,7,62,0.43,464
294,2026-05-01,5,58,0.61,341
294,2026-06-01,8,66,0.62,449
294,2026-07-01,5,78,0.68,221
295,2026-01-01,1,47,0.55,105
295,2026-02-01,1,12,0.7,53
295,2026-03-01,1,34,0.89,76
295,2026-04-01,1,26,0.64,169
295,2026-05-01,1,46,0.64,104
295,2026-06-01,1,25,0.6,188
295,2026-07-01,1,43,0.67,240
296,2026-07-01,1,41,0.59,166
297,2025-11-01,3,24,0.5,189
297,2025-12-01,3,39,0.71,272
297,2026-01-01,2,16,0.63,114
297,2026-02-01,2,42,0.5,184
297,2026-03-01,3,42,0.73,222
297,2026-04-01,3,16,0.47,121
297,2026-05-01,1,23,0.85,180
297,2026-06-01,2,35,0.53,75
297,2026-07-01,3,47,0.68,205
298,2025-04-01,27,116,0.6,676
298,2025-05-01,24,122,0.48,453
298,2025-06-01,36,117,0.61,709
298,2025-07-01,34,139,0.8,594
298,2025-08-01,43,110,0.6,616
298,2025-09-01,53,144,0.69,453
298,2025-10-01,31,124,0.69,645
298,2025-11-01,55,136,0.78,960
298,2025-12-01,66,123,0.54,918
298,2026-01-01,27,138,0.74,557
298,2026-02-01,68,136,0.76,324
298,2026-03-01,33,146,0.59,698
298,2026-04-01,48,117,0.59,779
298,2026-05-01,58,146,0.66,783
298,2026-06-01,65,124,0.53,653
298,2026-07-01,25,110,0.61,431
299,2024-08-01,1,26,0.63,191
299,2024-09-01,1,18,0.67,97
299,2024-10-01,1,40,0.67,235
299,2024-11-01,1,21,0.6,113
299,2024-12-01,1,45,0.87,219
299,2025-01-01,1,40,0.61,162
299,2025-02-01,1,41,0.32,86
299,2025-03-01,1,22,0.6,113
299,2025-04-01,1,12,0.69,32
299,2025-05-01,1,23,0.68,84
299,2025-06-01,1,13,0.67,99
299,2025-07-01,1,22,0.44,78
299,2025-08-01,1,16,0.64,48
299,2025-09-01,1,25,0.93,108
299,2025-10-01,1,45,0.61,340
299,2025-11-01,1,49,0.26,335
299,2025-12-01,1,10,0.58,41
299,2026-01-01,1,32,0.56,212
299,2026-02-01,1,48,0.5,341
299,2026-03-01,1,10,0.36,44
299,2026-04-01,1,32,0.36,135
299,2026-05-01,1,37,0.52,107
299,2026-06-01,1,48,0.57,321
299,2026-07-01,1,20,0.65,159
300,2025-02-01,7,74,0.47,217
300,2025-03-01,7,44,0.36,334
300,2025-04-01,11,64,0.61,478
300,2025-05-01,7,60,0.66,175
300,2025-06-01,12,69,0.29,206
300,2025-07-01,9,71,0.68,513
300,2025-08-01,14,57,0.57,418
300,2025-09-01,8,46,0.55,211
300,2025-10-01,11,69,0.49,419
300,2025-11-01,12,55,0.42,421
300,2025-12-01,5,74,0.67,245
300,2026-01-01,9,74,0.73,417
300,2026-02-01,15,50,0.73,265
300,2026-03-01,6,70,0.8,180
300,2026-04-01,13,48,0.74,177
300,2026-05-01,15,49,0.46,154
300,2026-06-01,9,47,0.63,109
300,2026-07-01,7,49,0.85,137
301,2024-08-01,14,46,0.52,214
301,2024-09-01,5,47,0.89,369
301,2024-10-01,8,75,0.49,308
301,2024-11-01,14,73,0.59,260
301,2024-12-01,10,43,0.79,272
301,2025-01-01,10,68,0.83,214
301,2025-02-01,7,65,0.56,170
301,2025-03-01,13,51,0.66,203
301,2025-04-01,13,70,0.56,519
301,2025-05-01,12,54,0.5,161
301,2025-06-01,8,66,0.67,319
301,2025-07-01,10,70,0.54,336
301,2025-08-01,5,62,0.53,327
301,2025-09-01,15,71,0.72,304
301,2025-10-01,6,75,0.56,196
301,2025-11-01,10,68,0.58,260
301,2025-12-01,11,44,0.64,164
301,2026-01-01,13,59,0.33,404
301,2026-02-01,11,70,0.63,329
301,2026-03-01,11,44,0.76,197
301,2026-04-01,15,48,0.8,227
301,2026-05-01,9,51,0.41,142
301,2026-06-01,13,72,0.66,280
301,2026-07-01,14,53,0.37,325
302,2025-05-01,2,25,1.0,171
302,2025-06-01,1,43,0.58,264
302,2025-07-01,3,16,0.32,67
302,2025-08-01,2,32,0.67,78
302,2025-09-01,3,32,0.6,157
302,2025-10-01,3,47,0.44,142
302,2025-11-01,2,23,0.59,74
302,2025-12-01,3,45,0.4,205
302,2026-01-01,3,15,0.66,31
302,2026-02-01,1,10,0.64,60
302,2026-03-01,3,47,0.56,222
302,2026-04-01,4,44,0.51,105
302,2026-05-01,2,14,0.57,88
302,2026-06-01,1,21,0.41,58
302,2026-07-01,2,28,0.73,168
303,2024-08-01,37,147,0.31,703
303,2024-09-01,26,123,0.41,488
303,2024-10-01,24,121,0.63,443
303,2024-11-01,22,115,0.38,826
303,2024-12-01,36,129,0.52,616
303,2025-01-01,25,148,0.5,711
303,2025-02-01,23,118,0.6,610
303,2025-03-01,27,137,0.23,480
303,2025-04-01,22,122,0.26,895
303,2025-05-01,35,143,0.87,894
303,2025-06-01,14,134,0.5,738
303,2025-07-01,17,126,0.56,646
303,2025-08-01,20,144,0.32,871
303,2025-09-01,19,124,0.47,491
303,2025-10-01,22,140,0.63,586
303,2025-11-01,20,133,0.55,606
303,2025-12-01,37,123,0.63,533
303,2026-01-01,20,120,0.88,688
303,2026-02-01,28,118,0.92,538
303,2026-03-01,35,117,0.82,663
303,2026-04-01,16,121,0.61,674
303,2026-05-01,31,112,0.42,422
303,2026-06-01,17,136,0.61,466
303,2026-07-01,21,113,0.85,793
304,2026-05-01,6,70,0.39,558
304,2026-06-01,4,70,0.59,424
304,2026-07-01,7,62,0.57,423
305,2025-05-01,1,69,0.69,333
305,2025-06-01,3,64,0.9,228
305,2025-07-01,5,69,0.54,418
305,2025-08-01,4,77,0.73,589
305,2025-09-01,2,53,0.7,268
305,2025-10-01,4,46,0.6,305
305,2025-11-01,2,67,0.63,221
305,2025-12-01,3,57,0.58,373
305,2026-01-01,3,66,0.67,240
305,2026-02-01,2,56,0.88,309
305,2026-03-01,5,50,0.81,162
305,2026-04-01,5,52,0.71,139
305,2026-05-01,4,50,0.75,286
305,2026-06-01,3,54,0.65,166
305,2026-07-01,2,54,0.76,153
306,2024-08-01,4,58,0.61,151
306,2024-09-01,5,73,0.62,221
306,2024-10-01,6,54,0.43,400
306,2024-11-01,3,74,0.46,154
306,2024-12-01,6,75,0.57,376
306,2025-01-01,5,67,0.57,340
306,2025-02-01,2,46,0.58,180
306,2025-03-01,6,51,0.47,342
306,2025-04-01,7,42,0.56,105
306,2025-05-01,4,52,0.54,172
306,2025-06-01,3,50,0.67,216
306,2025-07-01,5,50,0.43,118
306,2025-08-01,5,79,0.56,546
306,2025-09-01,3,66,0.74,485
306,2025-10-01,5,42,0.5,264
306,2025-11-01,2,56,0.71,287
306,2025-12-01,5,66,0.81,242
306,2026-01-01,3,43,0.24,284
306,2026-02-01,4,41,0.62,231
306,2026-03-01,6,56,0.68,312
306,2026-04-01,4,50,0.39,306
306,2026-05-01,3,45,0.62,352
306,2026-06-01,5,74,0.72,456
306,2026-07-01,6,67,0.39,355
307,2024-08-01,1,24,0.71,177
307,2024-09-01,1,13,0.58,95
307,2024-10-01,1,35,0.42,258
307,2024-11-01,1,45,0.41,204
307,2024-12-01,1,46,0.83,116
307,2025-01-01,1,42,0.67,305
307,2025-02-01,1,12,0.51,95
307,2025-03-01,1,11,0.6,44
307,2025-04-01,1,41,0.83,238
307,2025-05-01,1,25,0.61,84
307,2025-06-01,1,43,0.54,174
307,2025-07-01,1,32,0.48,250
307,2025-08-01,1,43,0.62,332
307,2025-09-01,1,26,0.65,134
307,2025-10-01,1,37,0.54,221
307,2025-11-01,1,31,0.51,196
307,2025-12-01,1,28,0.46,157
307,2026-01-01,1,31,0.71,99
307,2026-02-01,1,11,0.78,41
307,2026-03-01,1,49,0.6,249
307,2026-04-01,1,13,0.72,103
307,2026-05-01,1,26,0.7,202
307,2026-06-01,1,40,0.69,98
307,2026-07-01,1,37,0.46,168
308,2024-09-01,117,326,0.46,1749
308,2024-10-01,63,300,0.63,1444
308,2024-11-01,76,308,0.51,1852
308,2024-12-01,115,314,0.5,1583
308,2025-01-01,125,296,0.61,962
308,2025-02-01,76,305,0.47,1286
308,2025-03-01,139,293,0.53,1725
308,2025-04-01,139,290,0.62,2083
308,2025-05-01,135,297,0.58,1107
308,2025-06-01,113,327,0.55,2389
308,2025-07-01,111,325,0.71,2269
308,2025-08-01,118,300,0.59,2361
308,2025-09-01,54,304,0.21,2263
308,2025-10-01,101,313,0.6,1765
308,2025-11-01,102,326,0.95,2494
308,2025-12-01,128,318,0.69,1001
308,2026-01-01,78,326,0.49,2166
308,2026-02-01,126,294,0.52,894
308,2026-03-01,129,301,0.63,993
308,2026-04-01,134,322,0.5,1879
308,2026-05-01,53,305,0.7,1085
308,2026-06-01,142,300,0.41,1263
308,2026-07-01,72,316,0.73,2425
309,2026-03-01,39,142,0.37,756
309,2026-04-01,50,122,0.78,967
309,2026-05-01,21,138,0.58,399
309,2026-06-01,42,127,0.53,425
309,2026-07-01,26,117,0.61,887
310,2026-05-01,9,44,0.6,149
310,2026-06-01,7,52,0.67,116
310,2026-07-01,6,62,0.6,207
311,2024-11-01,160,296,0.53,1539
311,2024-12-01,182,322,0.61,1668
311,2025-01-01,79,301,0.74,2169
311,2025-02-01,153,324,0.67,1681
311,2025-03-01,88,300,0.55,685
311,2025-04-01,113,328,0.81,1211
311,2025-05-01,133,312,0.53,1775
311,2025-06-01,167,297,0.77,1755
311,2025-07-01,89,313,0.67,757
311,2025-08-01,83,308,0.39,2163
311,2025-09-01,156,299,0.51,1103
311,2025-10-01,156,315,0.64,2382
311,2025-11-01,96,301,0.74,2033
311,2025-12-01,143,311,0.43,1167
311,2026-01-01,61,327,0.55,2453
311,2026-02-01,108,317,0.52,1471
311,2026-03-01,70,326,0.75,2506
311,2026-04-01,108,326,0.84,1813
311,2026-05-01,175,300,0.72,716
311,2026-06-01,133,291,0.66,732
311,2026-07-01,111,312,0.3,2163
312,2024-08-01,1,22,0.5,78
312,2024-09-01,1,28,0.73,157
312,2024-10-01,1,23,0.79,151
312,2024-11-01,1,36,0.54,265
312,2024-12-01,1,30,0.67,206
312,2025-01-01,1,11,0.69,43
312,2025-02-01,1,46,0.33,166
312,2025-03-01,1,40,0.51,237
312,2025-04-01,1,17,0.55,135
312,2025-05-01,1,37,0.95,258
312,2025-06-01,1,27,0.71,74
312,2025-07-01,1,20,0.75,89
312,2025-08-01,1,25,0.56,92
312,2025-09-01,1,41,0.66,153
312,2025-10-01,1,46,0.65,276
312,2025-11-01,1,41,0.68,167
312,2025-12-01,1,12,0.67,94
312,2026-01-01,1,35,0.61,100
312,2026-02-01,1,40,0.3,107
312,2026-03-01,1,27,0.78,206
312,2026-04-01,1,15,0.48,108
312,2026-05-01,1,36,0.47,158
312,2026-06-01,1,13,0.44,103
312,2026-07-01,1,48,0.42,175
313,2024-08-01,3,69,0.47,310
313,2024-09-01,6,57,0.56,307
313,2024-10-01,3,75,0.34,576
313,2024-11-01,5,66,0.57,275
313,2024-12-01,5,64,0.67,453
313,2025-01-01,5,42,0.44,89
313,2025-02-01,3,47,0.66,326
313,2025-03-01,4,51,0.56,337
313,2025-04-01,8,51,0.67,319
313,2025-05-01,4,79,0.58,422
313,2025-06-01,5,55,0.41,326
313,2025-07-01,6,75,0.78,430
313,2025-08-01,4,50,0.52,227
313,2025-09-01,5,57,0.27,390
313,2025-10-01,9,51,0.78,114
313,2025-11-01,6,55,1.0,395
313,2025-12-01,5,76,0.78,429
313,2026-01-01,5,59,0.58,413
313,2026-02-01,7,41,0.29,132
313,2026-03-01,4,57,0.61,345
313,2026-04-01,6,75,0.61,454
313,2026-05-01,9,70,0.64,468
313,2026-06-01,5,44,0.76,121
313,2026-07-01,9,68,0.2,504
314,2025-02-01,2,17,0.62,104
314,2025-03-01,1,13,0.53,35
314,2025-04-01,1,37,0.67,202
314,2025-05-01,1,20,0.74,64
314,2025-06-01,1,19,0.56,51
314,2025-07-01,2,25,0.82,97
314,2025-08-01,2,23,0.83,178
314,2025-09-01,2,38,0.7,179
314,2025-10-01,1,15,0.53,35
314,2025-11-01,2,28,0.18,69
314,2025-12-01,1,32,0.5,98
314,2026-01-01,1,39,0.48,149
314,2026-02-01,2,25,0.57,153
314,2026-03-01,1,28,0.63,185
314,2026-04-01,2,34,0.57,267
314,2026-05-01,1,34,0.62,126
314,2026-06-01,1,23,0.35,74
314,2026-07-01,1,43,0.86,185
315,2024-11-01,8,54,0.52,420
